algorithm,params,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,privileged-accuracy,non-privileged-accuracy,sensitive-attr-accuracy,non-privileged-accuracy_over_privileged-accuracy,sensitive-attr-accuracyRatio,diff:privileged-accuracytonon-privileged-accuracy,sensitive-attr-accuracyDiff,privileged-TPR,non-privileged-TPR,sensitive-attr-TPR,non-privileged-TPR_over_privileged-TPR,sensitive-attr-TPRRatio,diff:privileged-TPRtonon-privileged-TPR,sensitive-attr-TPRDiff,privileged-TNR,non-privileged-TNR,sensitive-attr-TNR,non-privileged-TNR_over_privileged-TNR,sensitive-attr-TNRRatio,diff:privileged-TNRtonon-privileged-TNR,sensitive-attr-TNRDiff,privileged-FPR,non-privileged-FPR,sensitive-attr-FPR,non-privileged-FPR_over_privileged-FPR,sensitive-attr-FPRRatio,diff:privileged-FPRtonon-privileged-FPR,sensitive-attr-FPRDiff,privileged-FNR,non-privileged-FNR,sensitive-attr-FNR,non-privileged-FNR_over_privileged-FNR,sensitive-attr-FNRRatio,diff:privileged-FNRtonon-privileged-FNR,sensitive-attr-FNRDiff,privileged-calibration+,non-privileged-calibration+,sensitive-attr-calibration+,non-privileged-calibration+_over_privileged-calibration+,sensitive-attr-calibration+Ratio,diff:privileged-calibration+tonon-privileged-calibration+,sensitive-attr-calibration+Diff,privileged-calibration-,non-privileged-calibration-,sensitive-attr-calibration-,non-privileged-calibration-_over_privileged-calibration-,sensitive-attr-calibration-Ratio,diff:privileged-calibration-tonon-privileged-calibration-,sensitive-attr-calibration-Diff
Feldman-SVM,lambda=1.0,0.9104477611940298,0.9285714285714286,0.88,0.9042857142857144,0.8085714285714285,1.0175438596491226,1.0175438596491226,1.010889292196007,0.896551724137931,0.9210526315789473,0.9088021778584392,1.027327935222672,1.027327935222672,1.0245009074410163,1.0245009074410163,0.8571428571428571,1.0,0.9285714285714286,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.1428571428571429,0.0,0.07142857142857145,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.2727272727272727,0.0,0.13636363636363635,0.0,1.0,0.7272727272727273,0.7272727272727273
Feldman-SVM,lambda=1.0,0.9552238805970149,1.0,0.8695652173913043,0.9347826086956521,0.9022533206251407,0.9961538461538461,0.9961538461538461,0.9972972972972972,0.972972972972973,0.9333333333333333,0.9531531531531532,0.9592592592592593,0.9592592592592593,0.9603603603603603,0.9603603603603603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.8925619834710745,0.8925619834710745,0.9015151515151516,0.9015151515151516,0.08333333333333337,0.18181818181818177,0.13257575757575757,2.1818181818181803,2.1818181818181803,1.0984848484848484,1.0984848484848484,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9047619047619048,0.9331501831501832,0.940952380952381,0.940952380952381,0.9432234432234432,0.9432234432234432,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM,lambda=1.0,0.8507462686567164,0.782608695652174,1.0,0.8913043478260869,0.7281169395776065,0.9948979591836735,0.9948979591836735,0.9972527472527473,0.7435897435897436,1.0,0.8717948717948718,1.3448275862068966,1.3448275862068966,1.2564102564102564,1.2564102564102564,0.6774193548387096,1.0,0.8387096774193548,1.4761904761904763,1.4761904761904763,1.3225806451612905,1.3225806451612905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.32258064516129037,0.0,0.16129032258064518,0.0,1.0,0.6774193548387096,0.6774193548387096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.2777777777777778,0.0,1.0,0.4444444444444444,0.4444444444444444
Feldman-SVM,lambda=1.0,0.8059701492537313,0.717391304347826,1.0,0.8586956521739131,0.6656535353740789,1.0294117647058825,1.0294117647058825,1.0142857142857142,0.6285714285714286,1.0,0.8142857142857143,1.590909090909091,1.590909090909091,1.3714285714285714,1.3714285714285714,0.5666666666666667,1.0,0.7833333333333333,1.7647058823529411,1.7647058823529411,1.4333333333333333,1.4333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.43333333333333335,0.0,0.21666666666666667,0.0,1.0,0.5666666666666667,0.5666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7222222222222222,0.0,0.3611111111111111,0.0,1.0,0.2777777777777778,0.2777777777777778
Feldman-SVM,lambda=1.0,0.9104477611940298,0.9090909090909091,0.9130434782608695,0.9110671936758893,0.8071205788696836,1.018840579710145,1.018840579710145,1.0117117117117118,0.8918918918918919,0.9333333333333333,0.9126126126126126,1.0464646464646465,1.0464646464646465,1.0414414414414415,1.0414414414414415,0.8518518518518519,1.0,0.9259259259259259,1.1739130434782608,1.1739130434782608,1.1481481481481481,1.1481481481481481,1.0,0.8461538461538461,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.0,0.15384615384615385,0.07692307692307693,0.0,1.0,1.1538461538461537,1.1538461538461537,0.14814814814814814,0.0,0.07407407407407407,0.0,1.0,0.8518518518518519,0.8518518518518519,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.2857142857142857,0.0,0.14285714285714285,0.0,1.0,0.7142857142857143,0.7142857142857143
Feldman-SVM,lambda=1.0,0.8656716417910447,0.8571428571428571,0.88,0.8685714285714285,0.7228280409378782,1.021671826625387,1.021671826625387,1.0124777183600713,0.8181818181818182,0.9117647058823529,0.8649732620320856,1.11437908496732,1.11437908496732,1.0935828877005347,1.0935828877005347,0.76,1.0,0.88,1.3157894736842106,1.3157894736842106,1.24,1.24,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.24,0.0,0.12,0.0,1.0,0.76,0.76,1.0,0.85,0.925,0.85,0.85,0.85,0.85,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-SVM,lambda=1.0,0.8805970149253731,0.8604651162790697,0.9166666666666666,0.8885658914728682,0.7554803980231012,0.9787878787878789,0.9787878787878789,0.9875222816399287,0.8235294117647058,0.9393939393939394,0.8814616755793226,1.1406926406926408,1.1406926406926408,1.1158645276292336,1.1158645276292336,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.0,0.125,0.0625,0.0,1.0,1.125,1.125,0.23076923076923073,0.0,0.11538461538461536,0.0,1.0,0.7692307692307693,0.7692307692307693,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-SVM,lambda=1.0,0.9552238805970149,1.0,0.8846153846153846,0.9423076923076923,0.9079100722542399,1.0106060606060605,1.0106060606060605,1.0069169960474307,1.0,0.9318181818181818,0.9659090909090908,0.9318181818181818,0.9318181818181818,0.9318181818181818,0.9318181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9166666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666663,0.08333333333333331,0.0,1.0,1.1666666666666665,1.1666666666666665,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.896551724137931,0.9482758620689655,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-SVM,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
Feldman-GaussianNB,lambda=1.0,0.8507462686567164,1.0,0.6666666666666666,0.8333333333333333,0.7244464749279005,1.003861003861004,1.003861003861004,1.002702702702703,0.8,0.8918918918918919,0.845945945945946,1.1148648648648647,1.1148648648648647,1.0918918918918918,1.0918918918918918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7333333333333333,0.6666666666666666,1.222222222222222,1.222222222222222,1.1333333333333333,1.1333333333333333,0.4,0.2666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8461538461538461,0.7802197802197802,1.1846153846153846,1.1846153846153846,1.1318681318681318,1.1318681318681318,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-GaussianNB,lambda=1.0,0.9104477611940298,0.9285714285714286,0.88,0.9042857142857144,0.8085714285714285,1.0175438596491226,1.0175438596491226,1.010889292196007,0.896551724137931,0.9210526315789473,0.9088021778584392,1.027327935222672,1.027327935222672,1.0245009074410163,1.0245009074410163,0.8571428571428571,1.0,0.9285714285714286,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.1428571428571429,0.0,0.07142857142857145,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.2727272727272727,0.0,0.13636363636363635,0.0,1.0,0.7272727272727273,0.7272727272727273
Feldman-GaussianNB,lambda=1.0,0.9552238805970149,1.0,0.8695652173913043,0.9347826086956521,0.9022533206251407,0.9961538461538461,0.9961538461538461,0.9972972972972972,0.972972972972973,0.9333333333333333,0.9531531531531532,0.9592592592592593,0.9592592592592593,0.9603603603603603,0.9603603603603603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.8925619834710745,0.8925619834710745,0.9015151515151516,0.9015151515151516,0.08333333333333337,0.18181818181818177,0.13257575757575757,2.1818181818181803,2.1818181818181803,1.0984848484848484,1.0984848484848484,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9047619047619048,0.9331501831501832,0.940952380952381,0.940952380952381,0.9432234432234432,0.9432234432234432,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-GaussianNB,lambda=1.0,0.8507462686567164,0.782608695652174,1.0,0.8913043478260869,0.7281169395776065,0.9948979591836735,0.9948979591836735,0.9972527472527473,0.7435897435897436,1.0,0.8717948717948718,1.3448275862068966,1.3448275862068966,1.2564102564102564,1.2564102564102564,0.6774193548387096,1.0,0.8387096774193548,1.4761904761904763,1.4761904761904763,1.3225806451612905,1.3225806451612905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.32258064516129037,0.0,0.16129032258064518,0.0,1.0,0.6774193548387096,0.6774193548387096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.2777777777777778,0.0,1.0,0.4444444444444444,0.4444444444444444
Feldman-GaussianNB,lambda=1.0,0.8208955223880597,0.7608695652173914,0.9523809523809523,0.8566252587991718,0.6635880573663636,0.9786184210526316,0.9786184210526316,0.9883928571428572,0.6857142857142857,0.96875,0.8272321428571429,1.4127604166666667,1.4127604166666667,1.2830357142857143,1.2830357142857143,0.6333333333333333,1.0,0.8166666666666667,1.5789473684210527,1.5789473684210527,1.3666666666666667,1.3666666666666667,1.0,0.9375,0.96875,0.9375,0.9375,0.9375,0.9375,0.0,0.0625,0.03125,0.0,1.0,1.0625,1.0625,0.3666666666666667,0.0,0.18333333333333335,0.0,1.0,0.6333333333333333,0.6333333333333333,1.0,0.9411764705882353,0.9705882352941176,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.6875,0.0,0.34375,0.0,1.0,0.3125,0.3125
Feldman-GaussianNB,lambda=1.0,0.9104477611940298,0.8863636363636364,0.9565217391304348,0.9214426877470356,0.8159187194543126,1.009090909090909,1.009090909090909,1.0054054054054054,0.8648648648648649,0.9666666666666667,0.9157657657657658,1.1177083333333333,1.1177083333333333,1.1018018018018019,1.1018018018018019,0.8148148148148148,1.0,0.9074074074074074,1.2272727272727273,1.2272727272727273,1.1851851851851851,1.1851851851851851,1.0,0.9230769230769231,0.9615384615384616,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,0.07692307692307687,0.038461538461538436,0.0,1.0,1.0769230769230769,1.0769230769230769,0.18518518518518523,0.0,0.09259259259259262,0.0,1.0,0.8148148148148148,0.8148148148148148,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-GaussianNB,lambda=1.0,0.8656716417910447,0.9047619047619048,0.8,0.8523809523809525,0.7108815151685566,1.0168067226890758,1.0168067226890758,1.0106951871657754,0.8787878787878788,0.8529411764705882,0.8658645276292335,0.9705882352941176,0.9705882352941176,0.9741532976827094,0.9741532976827094,0.84,1.0,0.9199999999999999,1.1904761904761905,1.1904761904761905,1.1600000000000001,1.1600000000000001,1.0,0.7058823529411765,0.8529411764705883,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.0,0.2941176470588235,0.14705882352941174,0.0,1.0,1.2941176470588234,1.2941176470588234,0.16000000000000003,0.0,0.08000000000000002,0.0,1.0,0.84,0.84,1.0,0.7727272727272727,0.8863636363636364,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-GaussianNB,lambda=1.0,0.8805970149253731,0.8604651162790697,0.9166666666666666,0.8885658914728682,0.7554803980231012,0.9787878787878789,0.9787878787878789,0.9875222816399287,0.8235294117647058,0.9393939393939394,0.8814616755793226,1.1406926406926408,1.1406926406926408,1.1158645276292336,1.1158645276292336,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.0,0.125,0.0625,0.0,1.0,1.125,1.125,0.23076923076923073,0.0,0.11538461538461536,0.0,1.0,0.7692307692307693,0.7692307692307693,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-GaussianNB,lambda=1.0,0.9701492537313433,0.975609756097561,0.9615384615384616,0.9685741088180113,0.9371482176360224,1.008116883116883,1.008116883116883,1.0049407114624507,0.9565217391304348,0.9772727272727273,0.966897233201581,1.021694214876033,1.021694214876033,1.0207509881422925,1.0207509881422925,0.9333333333333333,1.0,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555558,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.06666666666666665,0.0,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9629629629629629,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.1111111111111111,0.0,0.05555555555555555,0.0,1.0,0.8888888888888888,0.8888888888888888
Feldman-GaussianNB,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
Feldman-LR,lambda=1.0,0.8507462686567164,1.0,0.6666666666666666,0.8333333333333333,0.7244464749279005,1.003861003861004,1.003861003861004,1.002702702702703,0.8,0.8918918918918919,0.845945945945946,1.1148648648648647,1.1148648648648647,1.0918918918918918,1.0918918918918918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7333333333333333,0.6666666666666666,1.222222222222222,1.222222222222222,1.1333333333333333,1.1333333333333333,0.4,0.2666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8461538461538461,0.7802197802197802,1.1846153846153846,1.1846153846153846,1.1318681318681318,1.1318681318681318,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-LR,lambda=1.0,0.9104477611940298,0.9285714285714286,0.88,0.9042857142857144,0.8085714285714285,1.0175438596491226,1.0175438596491226,1.010889292196007,0.896551724137931,0.9210526315789473,0.9088021778584392,1.027327935222672,1.027327935222672,1.0245009074410163,1.0245009074410163,0.8571428571428571,1.0,0.9285714285714286,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.0,0.8235294117647058,0.9117647058823529,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.17647058823529416,0.08823529411764708,0.0,1.0,1.1764705882352942,1.1764705882352942,0.1428571428571429,0.0,0.07142857142857145,0.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.2727272727272727,0.0,0.13636363636363635,0.0,1.0,0.7272727272727273,0.7272727272727273
Feldman-LR,lambda=1.0,0.9552238805970149,1.0,0.8695652173913043,0.9347826086956521,0.9022533206251407,0.9961538461538461,0.9961538461538461,0.9972972972972972,0.972972972972973,0.9333333333333333,0.9531531531531532,0.9592592592592593,0.9592592592592593,0.9603603603603603,0.9603603603603603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.8181818181818182,0.8674242424242424,0.8925619834710745,0.8925619834710745,0.9015151515151516,0.9015151515151516,0.08333333333333337,0.18181818181818177,0.13257575757575757,2.1818181818181803,2.1818181818181803,1.0984848484848484,1.0984848484848484,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9047619047619048,0.9331501831501832,0.940952380952381,0.940952380952381,0.9432234432234432,0.9432234432234432,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Feldman-LR,lambda=1.0,0.8507462686567164,0.782608695652174,1.0,0.8913043478260869,0.7281169395776065,0.9948979591836735,0.9948979591836735,0.9972527472527473,0.7435897435897436,1.0,0.8717948717948718,1.3448275862068966,1.3448275862068966,1.2564102564102564,1.2564102564102564,0.6774193548387096,1.0,0.8387096774193548,1.4761904761904763,1.4761904761904763,1.3225806451612905,1.3225806451612905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.32258064516129037,0.0,0.16129032258064518,0.0,1.0,0.6774193548387096,0.6774193548387096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.2777777777777778,0.0,1.0,0.4444444444444444,0.4444444444444444
Feldman-LR,lambda=1.0,0.8208955223880597,0.7608695652173914,0.9523809523809523,0.8566252587991718,0.6635880573663636,0.9786184210526316,0.9786184210526316,0.9883928571428572,0.6857142857142857,0.96875,0.8272321428571429,1.4127604166666667,1.4127604166666667,1.2830357142857143,1.2830357142857143,0.6333333333333333,1.0,0.8166666666666667,1.5789473684210527,1.5789473684210527,1.3666666666666667,1.3666666666666667,1.0,0.9375,0.96875,0.9375,0.9375,0.9375,0.9375,0.0,0.0625,0.03125,0.0,1.0,1.0625,1.0625,0.3666666666666667,0.0,0.18333333333333335,0.0,1.0,0.6333333333333333,0.6333333333333333,1.0,0.9411764705882353,0.9705882352941176,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.6875,0.0,0.34375,0.0,1.0,0.3125,0.3125
Feldman-LR,lambda=1.0,0.9104477611940298,0.8863636363636364,0.9565217391304348,0.9214426877470356,0.8159187194543126,1.009090909090909,1.009090909090909,1.0054054054054054,0.8648648648648649,0.9666666666666667,0.9157657657657658,1.1177083333333333,1.1177083333333333,1.1018018018018019,1.1018018018018019,0.8148148148148148,1.0,0.9074074074074074,1.2272727272727273,1.2272727272727273,1.1851851851851851,1.1851851851851851,1.0,0.9230769230769231,0.9615384615384616,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,0.07692307692307687,0.038461538461538436,0.0,1.0,1.0769230769230769,1.0769230769230769,0.18518518518518523,0.0,0.09259259259259262,0.0,1.0,0.8148148148148148,0.8148148148148148,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-LR,lambda=1.0,0.8656716417910447,0.9047619047619048,0.8,0.8523809523809525,0.7108815151685566,1.0168067226890758,1.0168067226890758,1.0106951871657754,0.8787878787878788,0.8529411764705882,0.8658645276292335,0.9705882352941176,0.9705882352941176,0.9741532976827094,0.9741532976827094,0.84,1.0,0.9199999999999999,1.1904761904761905,1.1904761904761905,1.1600000000000001,1.1600000000000001,1.0,0.7058823529411765,0.8529411764705883,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.0,0.2941176470588235,0.14705882352941174,0.0,1.0,1.2941176470588234,1.2941176470588234,0.16000000000000003,0.0,0.08000000000000002,0.0,1.0,0.84,0.84,1.0,0.7727272727272727,0.8863636363636364,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
Feldman-LR,lambda=1.0,0.8805970149253731,0.8604651162790697,0.9166666666666666,0.8885658914728682,0.7554803980231012,0.9787878787878789,0.9787878787878789,0.9875222816399287,0.8235294117647058,0.9393939393939394,0.8814616755793226,1.1406926406926408,1.1406926406926408,1.1158645276292336,1.1158645276292336,0.7692307692307693,1.0,0.8846153846153846,1.2999999999999998,1.2999999999999998,1.2307692307692308,1.2307692307692308,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,0.0,0.125,0.0625,0.0,1.0,1.125,1.125,0.23076923076923073,0.0,0.11538461538461536,0.0,1.0,0.7692307692307693,0.7692307692307693,1.0,0.8947368421052632,0.9473684210526316,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.42857142857142855,0.0,0.21428571428571427,0.0,1.0,0.5714285714285714,0.5714285714285714
Feldman-LR,lambda=1.0,0.9701492537313433,0.975609756097561,0.9615384615384616,0.9685741088180113,0.9371482176360224,1.008116883116883,1.008116883116883,1.0049407114624507,0.9565217391304348,0.9772727272727273,0.966897233201581,1.021694214876033,1.021694214876033,1.0207509881422925,1.0207509881422925,0.9333333333333333,1.0,0.9666666666666667,1.0714285714285714,1.0714285714285714,1.0666666666666667,1.0666666666666667,1.0,0.9444444444444444,0.9722222222222222,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555558,0.02777777777777779,0.0,1.0,1.0555555555555556,1.0555555555555556,0.06666666666666665,0.0,0.033333333333333326,0.0,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9629629629629629,0.9814814814814814,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.1111111111111111,0.0,0.05555555555555555,0.0,1.0,0.8888888888888888,0.8888888888888888
Feldman-LR,lambda=1.0,0.8955223880597015,0.9761904761904762,0.76,0.868095238095238,0.7780740256961538,0.994736842105263,0.994736842105263,0.9962962962962962,0.9629629629629629,0.85,0.9064814814814814,0.8826923076923077,0.8826923076923077,0.8870370370370371,0.8870370370370371,0.95,1.0,0.975,1.0526315789473684,1.0526315789473684,1.05,1.05,1.0,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.16666666666666669,0.0,1.0,1.3333333333333335,1.3333333333333335,0.050000000000000044,0.0,0.025000000000000022,0.0,1.0,0.95,0.95,1.0,0.7857142857142857,0.8928571428571428,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.125,0.0,0.0625,0.0,1.0,0.875,0.875
Feldman-DecisionTree,lambda=1.0,0.9253731343283582,0.918918918918919,0.9333333333333333,0.9261261261261262,0.8499581639665545,1.0135135135135136,1.0135135135135136,1.0072072072072071,0.9666666666666667,0.8918918918918919,0.9292792792792792,0.9226467847157502,0.9226467847157502,0.9252252252252252,0.9252252252252252,1.0,0.8636363636363636,0.9318181818181819,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,0.06666666666666665,0.06666666666666665,0.06666666666666665,1.0,1.0,1.0,1.0,0.0,0.13636363636363635,0.06818181818181818,0.0,1.0,1.1363636363636362,1.1363636363636362,0.9375,0.95,0.94375,1.0133333333333332,1.0133333333333332,1.0125,1.0125,0.0,0.17647058823529413,0.08823529411764706,0.0,1.0,1.1764705882352942,1.1764705882352942
Feldman-DecisionTree,lambda=1.0,0.9104477611940298,0.9047619047619048,0.92,0.9123809523809524,0.8132262051054392,1.0325077399380806,1.0325077399380806,1.0190562613430127,0.8620689655172413,0.9473684210526315,0.9047186932849365,1.0989473684210527,1.0989473684210527,1.0852994555353903,1.0852994555353903,0.8095238095238095,1.0,0.9047619047619048,1.2352941176470589,1.2352941176470589,1.1904761904761905,1.1904761904761905,1.0,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.11764705882352944,0.05882352941176472,0.0,1.0,1.1176470588235294,1.1176470588235294,0.19047619047619047,0.0,0.09523809523809523,0.0,1.0,0.8095238095238095,0.8095238095238095,1.0,0.9130434782608695,0.9565217391304348,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.6666666666666667,0.6666666666666667
