,name,attribute,algorithm,params,run-id,DIbinary,DIavgall,CV,comparative-sensitive-TPR,accuracy,0-accuracy,1-accuracy,sensitive-accuracy,TNR,sensitive-TNR,comparative-sensitive-accuracy,BCR,sensitive-calibration+,sensitive-calibration-,TPR,sensitive-TPR,comparative-sensitive-TNR,MCC,comparative-sensitive-calibration+,comparative-sensitive-calibration-
1,adult,race-sex,SVM,,1,0.7691729323308271,0.7691729323308271,0.8585253456221198,1.0,0.7694610778443114,0.7650602409638554,0.7738095238095238,0.7704301075268818,0.7530864197530864,0.7370629370629371,1.0,0.7689850703416594,0.7735247208931421,0.23761261261261266,0.7848837209302325,0.7916666666666667,1.0,0.5383470227832128,1.0,1.0
2,adult,race-sex,SVM,,2,0.7284382284382284,0.7284382284382284,0.8305454545454545,1.0,0.7694610778443114,0.7647058823529411,0.774390243902439,0.7675598086124402,0.7333333333333333,0.7120784430248106,1.0,0.7725108225108225,0.7267206477732794,0.20222097797685698,0.8116883116883117,0.8130081300813008,1.0,0.5437188298910236,1.0,1.0
3,adult,race-sex,SVM,,3,0.8076805479116982,0.8076805479116982,0.8803682148427099,1.0,0.7664670658682635,0.8047337278106509,0.7272727272727273,0.7552968922362966,0.7159763313609467,0.6875192604006164,1.0,0.7670790747713825,0.7327166504381695,0.21794093851132684,0.8181818181818182,0.8167828987265009,1.0,0.5365882576559448,1.0,1.0
4,adult,race-sex,SVM,,4,0.6512755102040816,0.6512755102040816,0.7978408754806271,1.0,0.7245508982035929,0.7701863354037267,0.6820809248554913,0.7170585625554571,0.7588235294117647,0.7229467473994722,1.0,0.7239239598278335,0.7341216216216215,0.3130299604296213,0.6890243902439024,0.6893499925628439,1.0,0.4491385503420328,1.0,1.0
5,adult,race-sex,SVM,,5,0.8817908817908818,0.8817908817908818,0.9356803327391564,1.0,0.7125748502994012,0.7453416149068323,0.6820809248554913,0.7080733808674986,0.6906077348066298,0.6808355437665783,1.0,0.7145849131549489,0.6709103840682789,0.25837770122142184,0.7385620915032679,0.7372037100652697,1.0,0.4276897664601071,1.0,1.0
6,adult,race-sex,SVM,,6,0.7121096725057121,0.7121096725057121,0.8298829882988299,1.0,0.7395209580838323,0.7391304347826086,0.7398843930635838,0.7387113711371137,0.7441860465116279,0.7242652488554128,1.0,0.7393769738730981,0.7300904977375565,0.2535612535612536,0.7345679012345679,0.7420677913635659,1.0,0.4786766483273104,1.0,1.0
7,adult,race-sex,SVM,,7,0.7479365079365079,0.7479365079365079,0.8475422427035331,1.0,0.7425149700598802,0.7298850574712644,0.75625,0.7407450076804916,0.7349397590361446,0.7136206896551724,1.0,0.7424698795180723,0.744561403508772,0.2763087843833185,0.75,0.7535940195514663,1.0,0.4850093293340473,1.0,1.0
8,adult,race-sex,SVM,,8,0.7653447840363727,0.7653447840363727,0.8552959501557632,1.0,0.7844311377245509,0.7901234567901234,0.7790697674418605,0.7878504672897196,0.7514450867052023,0.7475179732968161,1.0,0.7856604315513589,0.7654535723842655,0.20565602154674875,0.8198757763975155,0.8212177694936316,1.0,0.5716082478608836,1.0,1.0
9,adult,race-sex,SVM,,9,0.7917337627482555,0.7917337627482555,0.8782172002510986,1.0,0.7335329341317365,0.7643678160919541,0.7,0.7266949152542372,0.7087912087912088,0.6856182795698924,1.0,0.7359745517640255,0.6810869565217391,0.22000351864883885,0.7631578947368421,0.7715773809523809,1.0,0.470075188674569,1.0,1.0
10,adult,race-sex,GaussianNB,,0,0.6918604651162791,0.6918604651162791,0.8342778972053938,1.0,0.7455089820359282,0.7828571428571428,0.7044025157232704,0.7347860074262262,0.8301886792452831,0.7958099438652766,1.0,0.7493800539083558,0.8125,0.3441077441077441,0.6685714285714286,0.670388091440723,1.0,0.5029806179735252,1.0,1.0
